Dialogue_ID,Event_ID,NPC_Name,Level,Event_Number,Text_Type,Sequence,Text_Content,Choice_ID,Condition,Target_NPC,Stat_Type,Stat_Change,Flag_Set,Next_Event
D_Ino_L2_004_001,E_Ino_L2_004,이노,2,4,Dialogue,1,"왕국에서 편지가 왔어요. 루아씨의 근황을 물어보시는 것 같아요.",,,,,,,
D_Ino_L2_004_002,E_Ino_L2_004,이노,2,4,Dialogue,2,"여왕이 되는 것에 대한 생각은... 요즘 어떠세요?",,,,,,,
D_Ino_L2_004_003,E_Ino_L2_004,이노,2,4,Dialogue,3,"아직은 어려운 질문이려나...",,,,,,,
D_Ino_L2_004_C01,E_Ino_L2_004,이노,2,4,Choice,1,"...잘 모르겠어...",C_Ino_L2_004_01,,,,,,
D_Ino_L2_004_C02,E_Ino_L2_004,이노,2,4,Choice,2,"생각해본 적 있어",C_Ino_L2_004_02,,,,,,
D_Ino_L2_004_R01,E_Ino_L2_004,이노,2,4,Result,1,,C_Ino_L2_004_01,,이노,Favor,5,,,
D_Ino_L2_004_R02,E_Ino_L2_004,이노,2,4,Result,2,,C_Ino_L2_004_01,,,Stress,3,,,
D_Ino_L2_004_R03,E_Ino_L2_004,이노,2,4,Result,3,,C_Ino_L2_004_02,,이노,Favor,8,,,
,,,,,,,,,,,,,,
# 이노 - 레벨 3 이벤트 1: 루아의 고민 상담,,,,,,,,,,,,,
D_Ino_L3_001_001,E_Ino_L3_001,이노,3,1,Dialogue,1,"요즘 학교는 어때요? 재미있어요?",,,,,,,
D_Ino_L3_001_002,E_Ino_L3_001,이노,3,1,Dialogue,2,"...아, 아니면 힘든 일이 있어요?",,,,,,,
D_Ino_L3_001_003,E_Ino_L3_001,이노,3,1,Dialogue,3,"편하게 말해줘요. 전 언제나 루아씨 편이니까요.",,,,,,,
D_Ino_L3_001_C01,E_Ino_L3_001,이노,3,1,Choice,1,"여왕이 되는 게 무서워",C_Ino_L3_001_01,,,,,,
D_Ino_L3_001_C02,E_Ino_L3_001,이노,3,1,Choice,2,"그냥 평범하게 살고 싶어",C_Ino_L3_001_02,,,,,,
D_Ino_L3_001_R01,E_Ino_L3_001,이노,3,1,Result,1,,C_Ino_L3_001_01,,이노,Favor,10,,,
D_Ino_L3_001_R02,E_Ino_L3_001,이노,3,1,Result,2,,C_Ino_L3_001_01,,,Stress,-8,,,
D_Ino_L3_001_R03,E_Ino_L3_001,이노,3,1,Result,3,,C_Ino_L3_001_02,,이노,Favor,12,,,
D_Ino_L3_001_R04,E_Ino_L3_001,이노,3,1,Result,4,,C_Ino_L3_001_02,,,Morality,2,,,
,,,,,,,,,,,,,,
# 이노 - 레벨 3 이벤트 2: 아이린과의 삼자 대면,,,,,,,,,,,,,
D_Ino_L3_002_001,E_Ino_L3_002,이노,3,2,Dialogue,1,"아, 아이린씨가 오늘 놀러 온다고 했죠?",,,,,,,
D_Ino_L3_002_002,E_Ino_L3_002,이노,3,2,Dialogue,2,"둘이서 잘 지내고 있나 해서...",,,,,,,
D_Ino_L3_002_003,E_Ino_L3_002,이노,3,2,Dialogue,3,"뭐, 뭐예요? 왜 저를 쳐다보는 거예요 둘 다?",,,,,,,
D_Ino_L3_002_004,E_Ino_L3_002,이노,3,2,Dialogue,4,"...뭔가 이상한데요?",,,,,,,
D_Ino_L3_002_C01,E_Ino_L3_002,이노,3,2,Choice,1,"(장난스럽게) 둘이 알아서 해!",C_Ino_L3_002_01,,,,,,
D_Ino_L3_002_C02,E_Ino_L3_002,이노,3,2,Choice,2,"우리 셋이 같이 놀자",C_Ino_L3_002_02,,,,,,
D_Ino_L3_002_R01,E_Ino_L3_002,이노,3,2,Result,1,,C_Ino_L3_002_01,,이노,Favor,8,,,
D_Ino_L3_002_R02,E_Ino_L3_002,이노,3,2,Result,2,,C_Ino_L3_002_01,,아이린,Favor,5,,,
D_Ino_L3_002_R03,E_Ino_L3_002,이노,3,2,Result,3,,C_Ino_L3_002_02,,이노,Favor,10,,,
D_Ino_L3_002_R04,E_Ino_L3_002,이노,3,2,Result,4,,C_Ino_L3_002_02,,아이린,Favor,8,,,
,,,,,,,,,,,,,,
# 이노 - 레벨 3 이벤트 3: 진지한 대화,,,,,,,,,,,,,
D_Ino_L3_003_001,E_Ino_L3_003,이노,3,3,Dialogue,1,"루아씨, 많이 크셨네요...",,,,,,,
D_Ino_L3_003_002,E_Ino_L3_003,이노,3,3,Dialogue,2,"처음 만났을 때는 이렇게 작았는데...",,,,,,,
D_Ino_L3_003_003,E_Ino_L3_003,이노,3,3,Dialogue,3,"정말 잘 자라줘서 고마워요. 루아씨가 있어서 저도 성장할 수 있었어요.",,,,,,,
D_Ino_L3_003_C01,E_Ino_L3_003,이노,3,3,Choice,1,"나도 고마워, 이노",C_Ino_L3_003_01,,,,,,
D_Ino_L3_003_C02,E_Ino_L3_003,이노,3,3,Choice,2,"(말없이 안아준다)",C_Ino_L3_003_02,,,,,,
D_Ino_L3_003_R01,E_Ino_L3_003,이노,3,3,Result,1,,C_Ino_L3_003_01,,이노,Favor,15,,,
D_Ino_L3_003_R02,E_Ino_L3_003,이노,3,3,Result,2,,C_Ino_L3_003_02,,이노,Favor,18,,,
D_Ino_L3_003_R03,E_Ino_L3_003,이노,3,3,Result,3,,C_Ino_L3_003_02,,,Stress,-10,,,
,,,,,,,,,,,,,,
# 이노 - 레벨 3 이벤트 4: 함께하는 취미,,,,,,,,,,,,,
D_Ino_L3_004_001,E_Ino_L3_004,이노,3,4,Dialogue,1,"루아가 요즘 ○○○에 관심이 많아 보이는데...",,,,,,,
D_Ino_L3_004_002,E_Ino_L3_004,이노,3,4,Dialogue,2,"저도 같이 배워볼까요?",,,,,,,
D_Ino_L3_004_003,E_Ino_L3_004,이노,3,4,Dialogue,3,"뭐, 제가 서툴지만... 루아씨와 함께라면 재미있을 것 같아요!",,,,,,,
D_Ino_L3_004_C01,E_Ino_L3_004,이노,3,4,Choice,1,"같이 하자!",C_Ino_L3_004_01,,,,,,
D_Ino_L3_004_C02,E_Ino_L3_004,이노,3,4,Choice,2,"네 페이스에 맞춰줄게",C_Ino_L3_004_02,,,,,,
D_Ino_L3_004_R01,E_Ino_L3_004,이노,3,4,Result,1,,C_Ino_L3_004_01,,이노,Favor,12,,,
D_Ino_L3_004_R02,E_Ino_L3_004,이노,3,4,Result,2,,C_Ino_L3_004_01,,,Related_Stat,5,,,
D_Ino_L3_004_R03,E_Ino_L3_004,이노,3,4,Result,3,,C_Ino_L3_004_02,,이노,Favor,10,,,
,,,,,,,,,,,,,,
# 이노 - 레벨 4 이벤트 1: 이노의 비밀,,,,,,,,,,,,,
D_Ino_L4_001_001,E_Ino_L4_001,이노,4,1,Dialogue,1,"루아씨... 사실... 저에게도 고민이 있어요.",,,,,,,
D_Ino_L4_001_002,E_Ino_L4_001,이노,4,1,Dialogue,2,"조사 일을 하면서... 인간 세계에 적응하는 게 힘들 때가 많거든요.",,,,,,,
D_Ino_L4_001_003,E_Ino_L4_001,이노,4,1,Dialogue,3,"하지만 루아씨가 있어서 버틸 수 있어요. 고마워요.",,,,,,,
D_Ino_L4_001_C01,E_Ino_L4_001,이노,4,1,Choice,1,"나도 이노를 지지할게",C_Ino_L4_001_01,,,,,,
D_Ino_L4_001_C02,E_Ino_L4_001,이노,4,1,Choice,2,"힘들 땐 나한테 기대",C_Ino_L4_001_02,,,,,,
D_Ino_L4_001_R01,E_Ino_L4_001,이노,4,1,Result,1,,C_Ino_L4_001_01,,이노,Favor,15,,,
D_Ino_L4_001_R02,E_Ino_L4_001,이노,4,1,Result,2,,C_Ino_L4_001_01,,,Morality,3,,,
D_Ino_L4_001_R03,E_Ino_L4_001,이노,4,1,Result,3,,C_Ino_L4_001_02,,이노,Favor,18,,,
,,,,,,,,,,,,,,
# 이노 - 레벨 4 이벤트 2: 특별한 날,,,,,,,,,,,,,
D_Ino_L4_002_001,E_Ino_L4_002,이노,4,2,Dialogue,1,"오늘은 특별한 날이잖아요?",,,,,,,
D_Ino_L4_002_002,E_Ino_L4_002,이노,4,2,Dialogue,2,"제가 진짜 제대로 요리해봤어요!",,,,,,,
D_Ino_L4_002_003,E_Ino_L4_002,이노,4,2,Dialogue,3,"...이번엔 진짜 먹을 수 있을 거예요!",,,,,,,
D_Ino_L4_002_004,E_Ino_L4_002,이노,4,2,Dialogue,4,"...그러면 좋겠네요.",,,,,,,
D_Ino_L4_002_C01,E_Ino_L4_002,이노,4,2,Choice,1,"기대할게!",C_Ino_L4_002_01,,,,,,
D_Ino_L4_002_C02,E_Ino_L4_002,이노,4,2,Choice,2,"내가 도와줄까?",C_Ino_L4_002_02,,,,,,
D_Ino_L4_002_R01,E_Ino_L4_002,이노,4,2,Result,1,,C_Ino_L4_002_01,,이노,Favor,12,,,
D_Ino_L4_002_R02,E_Ino_L4_002,이노,4,2,Result,2,,C_Ino_L4_002_01,,,Health,10,,,
D_Ino_L4_002_R03,E_Ino_L4_002,이노,4,2,Result,3,,C_Ino_L4_002_02,,이노,Favor,15,,,
,,,,,,,,,,,,,,
# 이노 - 레벨 4 이벤트 3: 미래에 대한 대화,,,,,,,,,,,,,
D_Ino_L4_003_001,E_Ino_L4_003,이노,4,3,Dialogue,1,"루아씨는 앞으로 어떤 미래를 그리고 있어요?",,,,,,,
D_Ino_L4_003_002,E_Ino_L4_003,이노,4,3,Dialogue,2,"여왕이 되는 것도 좋지만... 다른 길을 선택해도 괜찮아요.",,,,,,,
D_Ino_L4_003_003,E_Ino_L4_003,이노,4,3,Dialogue,3,"루아씨가 행복한 게 가장 중요하니까요.",,,,,,,
D_Ino_L4_003_004,E_Ino_L4_003,이노,4,3,Dialogue,4,"...저는 어떤 선택을 하든 응원할게요.",,,,,,,
D_Ino_L4_003_C01,E_Ino_L4_003,이노,4,3,Choice,1,"이노랑 계속 함께 있고 싶어",C_Ino_L4_003_01,,,,,,
D_Ino_L4_003_C02,E_Ino_L4_003,이노,4,3,Choice,2,"아직 잘 모르겠어",C_Ino_L4_003_02,,,,,,
D_Ino_L4_003_R01,E_Ino_L4_003,이노,4,3,Result,1,,C_Ino_L4_003_01,,이노,Favor,20,,,
D_Ino_L4_003_R02,E_Ino_L4_003,이노,4,3,Result,2,,C_Ino_L4_003_02,,이노,Favor,10,,,
,,,,,,,,,,,,,,
# 이노 - 레벨 5 이벤트 1: 진심 어린 고백,,,,,,,,,,,,,
D_Ino_L5_001_001,E_Ino_L5_001,이노,5,1,Dialogue,1,"루아씨... 저 말이에요...",,,,,,,
D_Ino_L5_001_002,E_Ino_L5_001,이노,5,1,Dialogue,2,"처음에는 그냥 맡아진 아이였는데...",,,,,,,
D_Ino_L5_001_003,E_Ino_L5_001,이노,5,1,Dialogue,3,"이제는 루아씨가 없는 삶을 상상할 수 없어요.",,,,,,,
D_Ino_L5_001_004,E_Ino_L5_001,이노,5,1,Dialogue,4,"저... 루아씨를 정말 소중하게 생각해요.",,,,,,,
D_Ino_L5_001_C01,E_Ino_L5_001,이노,5,1,Choice,1,"나도 이노가 좋아",C_Ino_L5_001_01,,,,,,
D_Ino_L5_001_C02,E_Ino_L5_001,이노,5,1,Choice,2,"(말없이 이노를 꼭 안아준다)",C_Ino_L5_001_02,,,,,,
D_Ino_L5_001_R01,E_Ino_L5_001,이노,5,1,Result,1,,C_Ino_L5_001_01,,이노,Favor,25,,,
D_Ino_L5_001_R02,E_Ino_L5_001,이노,5,1,Result,2,,C_Ino_L5_001_01,,,Stress,-15,,,
D_Ino_L5_001_R03,E_Ino_L5_001,이노,5,1,Result,3,,C_Ino_L5_001_02,,이노,Favor,30,,,
D_Ino_L5_001_R04,E_Ino_L5_001,이노,5,1,Result,4,,C_Ino_L5_001_02,,,Flag_Deep_Bond,True,,,
,,,,,,,,,,,,,,
# 이노 - 레벨 5 이벤트 2: 최후의 약속,,,,,,,,,,,,,
D_Ino_L5_002_001,E_Ino_L5_002,이노,5,2,Dialogue,1,"루아씨, 18세가 되었네요...",,,,,,,
D_Ino_L5_002_002,E_Ino_L5_002,이노,5,2,Dialogue,2,"이제 선택해야 할 시간이에요.",,,,,,,
D_Ino_L5_002_003,E_Ino_L5_002,이노,5,2,Dialogue,3,"어떤 선택을 하든... 저는 루아씨를 지지해요.",,,,,,,
D_Ino_L5_002_004,E_Ino_L5_002,이노,5,2,Dialogue,4,"그리고... 루아씨가 선택한 미래에 함께할게요.",,,,,,,
D_Ino_L5_002_005,E_Ino_L5_002,이노,5,2,Dialogue,5,"약속할게요.",,,,,,,
D_Ino_L5_002_C01,E_Ino_L5_002,이노,5,2,Choice,1,"고마워, 이노. 정말 고마워",C_Ino_L5_002_01,,,,,,
D_Ino_L5_002_C02,E_Ino_L5_002,이노,5,2,Choice,2,"(말 없이 손을 잡고 이노를 바라본다.)",C_Ino_L5_002_02,,,,,,
D_Ino_L5_002_R01,E_Ino_L5_002,이노,5,2,Result,1,,C_Ino_L5_002_01,,이노,Favor,20,,,
D_Ino_L5_002_R02,E_Ino_L5_002,이노,5,2,Result,2,,C_Ino_L5_002_01,,,All_Stats,5,,,
D_Ino_L5_002_R03,E_Ino_L5_002,이노,5,2,Result,3,,C_Ino_L5_002_02,,이노,Favor,25,,,
D_Ino_L5_002_R04,E_Ino_L5_002,이노,5,2,Result,4,,C_Ino_L5_002_02,,,Special_Ending,Unlock,,,
